Dbid,Status,Name,Type,Layer,GUID,SETS
7009,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd6a,5PAV - EST - CONC. ESTRUTURA - LADO A
7010,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7011,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd6b,5PAV - EST - CONC. ESTRUTURA - LADO A
7012,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7013,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd14,5PAV - EST - CONC. ESTRUTURA - LADO A
7014,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7015,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd15,5PAV - EST - CONC. ESTRUTURA - LADO A
7016,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7017,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd16,5PAV - EST - CONC. ESTRUTURA - LADO A
7018,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7019,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd17,5PAV - EST - CONC. ESTRUTURA - LADO A
7020,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7021,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd10,5PAV - EST - CONC. ESTRUTURA - LADO A
7022,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7023,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd11,5PAV - EST - CONC. ESTRUTURA - LADO A
7024,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7025,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd12,5PAV - EST - CONC. ESTRUTURA - LADO A
7026,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7027,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd13,5PAV - EST - CONC. ESTRUTURA - LADO A
7028,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7029,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd1c,5PAV - EST - CONC. ESTRUTURA - LADO A
7030,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7031,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd1d,5PAV - EST - CONC. ESTRUTURA - LADO A
7032,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7033,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd1f,5PAV - EST - CONC. ESTRUTURA - LADO A
7034,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7035,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd19,5PAV - EST - CONC. ESTRUTURA - LADO A
7036,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7037,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd1a,5PAV - EST - CONC. ESTRUTURA - LADO A
7038,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7039,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd1b,5PAV - EST - CONC. ESTRUTURA - LADO B
7040,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7041,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd04,5PAV - EST - CONC. ESTRUTURA - LADO B
7042,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7043,N/A,PC-160-Osso/ParedeConcreto/Osso,Type,5° Pav-Tipo-EST,,
7044,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd1e,5PAV - EST - CONC. ESTRUTURA - LADO A
7045,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7046,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd18,5PAV - EST - CONC. ESTRUTURA - LADO A
7047,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7048,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd05,5PAV - EST - CONC. ESTRUTURA - LADO A
7049,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7050,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd06,5PAV - EST - CONC. ESTRUTURA - LADO A
7051,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7052,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd07,5PAV - EST - CONC. ESTRUTURA - LADO A
7053,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7054,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd00,5PAV - EST - CONC. ESTRUTURA - LADO A
7055,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7056,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd01,5PAV - EST - CONC. ESTRUTURA - LADO A
7057,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7058,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd02,5PAV - EST - CONC. ESTRUTURA - LADO A
7059,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7060,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd03,5PAV - EST - CONC. ESTRUTURA - LADO A
7061,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7062,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd0c,5PAV - EST - CONC. ESTRUTURA - LADO A
7063,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7064,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd0d,5PAV - EST - CONC. ESTRUTURA - LADO A
7065,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7066,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd0e,5PAV - EST - CONC. ESTRUTURA - LADO A
7067,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7068,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd0f,5PAV - EST - CONC. ESTRUTURA - LADO A
7069,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7070,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd08,5PAV - EST - CONC. ESTRUTURA - LADO A
7071,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7072,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd09,5PAV - EST - CONC. ESTRUTURA - LADO A
7073,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7074,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd0a,5PAV - EST - CONC. ESTRUTURA - LADO A
7075,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7076,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd0b,5PAV - EST - CONC. ESTRUTURA - LADO A
7077,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7078,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd34,5PAV - EST - CONC. ESTRUTURA - LADO A
7079,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7080,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd35,5PAV - EST - CONC. ESTRUTURA - LADO A
7081,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7082,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd36,5PAV - EST - CONC. ESTRUTURA - LADO A
7083,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7084,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd37,5PAV - EST - CONC. ESTRUTURA - LADO A
7085,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7086,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd30,5PAV - EST - CONC. ESTRUTURA - LADO A
7087,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7088,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd31,5PAV - EST - CONC. ESTRUTURA - LADO A
7089,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7090,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd32,5PAV - EST - CONC. ESTRUTURA - LADO A
7091,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7092,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd33,5PAV - EST - CONC. ESTRUTURA - LADO A
7093,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7094,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd3c,5PAV - EST - CONC. ESTRUTURA - LADO A
7095,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7096,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd3d,5PAV - EST - CONC. ESTRUTURA - LADO A
7097,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7098,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd3e,5PAV - EST - CONC. ESTRUTURA - LADO B
7099,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7100,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd3f,5PAV - EST - CONC. ESTRUTURA - LADO B
7101,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7102,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd38,5PAV - EST - CONC. ESTRUTURA - LADO B
7103,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7104,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd39,5PAV - EST - CONC. ESTRUTURA - LADO B
7105,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7106,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd3a,5PAV - EST - CONC. ESTRUTURA - LADO B
7107,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7108,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd3b,5PAV - EST - CONC. ESTRUTURA - LADO B
7109,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7110,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd24,5PAV - EST - CONC. ESTRUTURA - LADO B
7111,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7112,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd25,5PAV - EST - CONC. ESTRUTURA - LADO B
7113,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7114,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd26,5PAV - EST - CONC. ESTRUTURA - LADO A
7115,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7116,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd27,5PAV - EST - CONC. ESTRUTURA - LADO A
7117,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7118,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd20,5PAV - EST - CONC. ESTRUTURA - LADO A
7119,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7120,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd21,5PAV - EST - CONC. ESTRUTURA - LADO B
7121,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7122,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd22,5PAV - EST - CONC. ESTRUTURA - LADO A
7123,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7124,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd23,5PAV - EST - CONC. ESTRUTURA - LADO B
7125,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7126,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd2c,5PAV - EST - CONC. ESTRUTURA - LADO B
7127,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7128,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd2d,5PAV - EST - CONC. ESTRUTURA - LADO B
7129,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7130,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd2e,5PAV - EST - CONC. ESTRUTURA - LADO B
7131,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7132,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd2f,5PAV - EST - CONC. ESTRUTURA - LADO B
7133,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7134,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd28,5PAV - EST - CONC. ESTRUTURA - LADO B
7135,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7136,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd29,5PAV - EST - CONC. ESTRUTURA - LADO B
7137,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7138,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd2a,5PAV - EST - CONC. ESTRUTURA - LADO B
7139,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7140,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd2b,5PAV - EST - CONC. ESTRUTURA - LADO B
7141,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7142,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcdd4,5PAV - EST - CONC. ESTRUTURA - LADO B
7143,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7144,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcdd5,5PAV - EST - CONC. ESTRUTURA - LADO B
7145,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7146,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcdd6,5PAV - EST - CONC. ESTRUTURA - LADO B
7147,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7148,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcdd7,5PAV - EST - CONC. ESTRUTURA - LADO B
7149,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7150,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcdd0,5PAV - EST - CONC. ESTRUTURA - LADO B
7151,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7152,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,75cf08cf-179e-4112-b33c-5ff8923c2cf8,5PAV - EST - CONC. ESTRUTURA - LADO A
7153,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7154,N/A,PC-100-Osso/ParedeConcreto/Osso,Type,5° Pav-Tipo-EST,,
7155,N/A,PC-100-Osso/ParedeConcreto/Osso,8mm Extremidade superior,5° Pav-Tipo-EST,ba80e243-726d-4e22-bbbc-2c1e6d020961,5PAV - EST - CONC. ESTRUTURA - LADO A
7156,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7157,N/A,Pisos,Category,5° Pav-Tipo-EST,,
7158,N/A,Piso,Family,5° Pav-Tipo-EST,,
7159,N/A,PI-110-LajeConcreto,Type,5° Pav-Tipo-EST,,
7160,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcdd3,4PAV - EST - CONC. ESTRUTURA - LADO A
7161,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7162,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcdc5,4PAV - EST - CONC. ESTRUTURA - LADO A
7163,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7164,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcdca,4PAV - EST - CONC. ESTRUTURA - LADO A
7165,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7166,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcde6,4PAV - EST - CONC. ESTRUTURA - LADO A
7167,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7168,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd91,4PAV - EST - CONC. ESTRUTURA - LADO A
7169,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7170,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd9a,4PAV - EST - CONC. ESTRUTURA - LADO A
7171,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7172,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd8d,4PAV - EST - CONC. ESTRUTURA - LADO A
7173,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7174,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcdb4,4PAV - EST - CONC. ESTRUTURA - LADO A
7175,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7176,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcdbd,4PAV - EST - CONC. ESTRUTURA - LADO A
7177,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7178,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcda2,4PAV - EST - CONC. ESTRUTURA - LADO A
7179,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7180,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcc57,4PAV - EST - CONC. ESTRUTURA - LADO A
7181,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7182,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcc5e,4PAV - EST - CONC. ESTRUTURA - LADO A
7183,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7184,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcc7d,4PAV - EST - CONC. ESTRUTURA - LADO B
7185,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7186,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcc64,4PAV - EST - CONC. ESTRUTURA - LADO B
7187,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7188,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcc6d,4PAV - EST - CONC. ESTRUTURA - LADO B
7189,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7190,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcc12,4PAV - EST - CONC. ESTRUTURA - LADO B
7191,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7192,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcc07,4PAV - EST - CONC. ESTRUTURA - LADO B
7193,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7194,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcc0e,4PAV - EST - CONC. ESTRUTURA - LADO B
7195,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7196,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcc35,4PAV - EST - CONC. ESTRUTURA - LADO B
7197,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7198,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcc3c,4PAV - EST - CONC. ESTRUTURA - LADO B
7199,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7200,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcc25,4PAV - EST - CONC. ESTRUTURA - LADO B
7201,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7202,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcc2a,4PAV - EST - CONC. ESTRUTURA - LADO B
7203,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7204,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dccdf,4PAV - EST - CONC. ESTRUTURA - LADO B
7205,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7206,N/A,PI-110-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dccc6,4PAV - EST - CONC. ESTRUTURA - LADO B
7207,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7208,N/A,PI-130-LajeConcreto,Type,5° Pav-Tipo-EST,,
7209,N/A,PI-130-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcc9b,4PAV - EST - CONC. ESTRUTURA - LADO B
7210,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7211,N/A,PI-130-LajeConcreto,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dccb2,4PAV - EST - CONC. ESTRUTURA - LADO A
7212,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7213,N/A,Quadro estrutural,Category,5° Pav-Tipo-EST,,
7214,N/A,EST_Viga_ConcretoRetangular,Family,5° Pav-Tipo-EST,,
7215,N/A,16x128cm,Type,5° Pav-Tipo-EST,,
